competition,stage,round,week,day,match_no,home_team_id,away_team_id,home_score,away_score,winner_team_id,loser_team_id
league,regular,1,3,토,,T10,T05,10,2,T10,T05
league,regular,1,3,금,,T01,T14,3,2,T01,T14
league,regular,1,3,일,,T08,T07,6,4,T08,T07
league,regular,1,3,일,,T06,T09,4,7,T09,T06
league,regular,1,3,금,,T02,T13,0,7,T13,T02
league,regular,1,3,토,,T03,T12,9,9,,
league,regular,1,3,금,,T04,T11,2,2,,
league,regular,2,4,금,,T11,T02,3,12,T02,T11
league,regular,2,4,목,,T07,T06,6,4,T07,T06
league,regular,2,4,금,,T09,T04,2,4,T04,T09
league,regular,2,4,목,,T14,T12,6,4,T14,T12
league,regular,2,4,금,,T03,T10,4,3,T03,T10
league,regular,2,4,목,,T05,T08,3,8,T08,T05
league,regular,2,4,목,,T13,T01,1,11,T01,T13
league,regular,3,4,일,,T04,T07,3,8,T07,T04
league,regular,3,4,토,,T02,T09,4,1,T02,T09
league,regular,3,4,토,,T12,T01,2,2,,
league,regular,3,4,일,,T08,T03,1,3,T03,T08
league,regular,3,4,토,,T13,T11,3,1,T13,T11
league,regular,3,4,일,,T06,T05,7,3,T06,T05
league,regular,3,4,일,,T10,T14,3,7,T14,T10
league,regular,4,5,일,,T14,T08,1,5,T08,T14
league,regular,4,5,토,,T10,T12,6,4,T10,T12
league,regular,4,5,금,,T09,T13,4,2,T09,T13
league,regular,4,5,토,,T01,T11,4,8,T11,T01
league,regular,4,5,일,,T05,T04,5,0,T05,T04
league,regular,4,5,일,,T03,T06,5,2,T03,T06
league,regular,4,5,금,,T07,T02,8,3,T07,T02
league,regular,5,6,목,,T01,T10,4,3,T01,T10
league,regular,5,6,금,,T06,T14,11,9,T06,T14
league,regular,5,6,금,,T02,T05,5,9,T05,T02
league,regular,5,6,목,,T12,T08,3,2,T12,T08
league,regular,5,6,금,,T13,T07,5,5,,
league,regular,5,6,목,,T04,T03,11,12,T03,T04
